ArtifactID,Category
io.quarkus:quarkus-elytron-security-jdbc,Software Engineering Management
io.quarkus:quarkus-elytron-security-ldap,Software Engineering Management
io.quarkus:quarkus-elytron-security-properties-file,Software Construction
io.quarkus:quarkus-extension-processor,Software Configuration Management
io.quarkus:quarkus-flyway,Software Engineering Management
io.quarkus:quarkus-hibernate-orm,Computing Foundations
io.quarkus:quarkus-hibernate-orm-deployment,Computing Foundations
io.quarkus:quarkus-hibernate-orm-panache,Software Quality
io.quarkus:quarkus-hibernate-reactive,Computing Foundations
io.quarkus:quarkus-hibernate-reactive-deployment,Computing Foundations
io.quarkus:quarkus-hibernate-reactive-panache,Others
io.quarkus:quarkus-hibernate-validator,Others
io.quarkus:quarkus-ide-launcher,Software Construction
io.quarkus:quarkus-infinispan-client,Software Security
io.quarkus:quarkus-infinispan-client-deployment,Software Security
io.quarkus:quarkus-jackson,Computing Foundations
io.quarkus:quarkus-jackson-deployment,Computing Foundations
io.quarkus:quarkus-jacoco,Software Quality
io.quarkus:quarkus-jaxb,Computing Foundations
io.quarkus:quarkus-jaxb-deployment,Computing Foundations
io.quarkus:quarkus-jdbc-db2,Software Configuration Management
io.quarkus:quarkus-jdbc-h2,Computing Foundations
io.quarkus:quarkus-jdbc-h2-deployment,Computing Foundations
io.quarkus:quarkus-jdbc-mariadb,Software Security
io.quarkus:quarkus-jdbc-mariadb-deployment,Software Security
io.quarkus:quarkus-jdbc-mssql,Software Configuration Management
io.quarkus:quarkus-jdbc-mssql-deployment,Software Security
io.quarkus:quarkus-jdbc-mysql,Software Configuration Management
io.quarkus:quarkus-jdbc-mysql-deployment,Software Security
io.quarkus:quarkus-jdbc-oracle,Software Security
io.quarkus:quarkus-jdbc-oracle-deployment,Software Security
io.quarkus:quarkus-jdbc-postgresql,Computing Foundations
io.quarkus:quarkus-jdbc-postgresql-deployment,Software Security
io.quarkus:quarkus-jsonb,Software Engineering Management
io.quarkus:quarkus-jsonb-deployment,Software Engineering Management
io.quarkus:quarkus-jsonp-deployment,Others
io.quarkus:quarkus-junit4-mock,Computing Foundations
io.quarkus:quarkus-junit5,Computing Foundations
io.quarkus:quarkus-junit5-internal,Computing Foundations
io.quarkus:quarkus-junit5-mockito,Software Engineering Management
io.quarkus:quarkus-kafka-client,Computing Foundations
io.quarkus:quarkus-kafka-streams,Others
io.quarkus:quarkus-keycloak-authorization,Software Engineering Management
io.quarkus:quarkus-kotlin,Software Domain
io.quarkus:quarkus-kubernetes-client,Computing Foundations
io.quarkus:quarkus-kubernetes-config,Computing Foundations
io.quarkus:quarkus-logging-gelf,Computing Foundations
io.quarkus:quarkus-logging-gelf-deployment,Software Security
io.quarkus:quarkus-logging-json,Computing Foundations
io.quarkus:quarkus-logging-json-deployment,Software Security
io.quarkus:quarkus-micrometer,Computing Foundations
io.quarkus:quarkus-micrometer-deployment,Software Security
io.quarkus:quarkus-micrometer-registry-prometheus,Software Security
io.quarkus:quarkus-micrometer-registry-prometheus-deployment,Software Security
io.quarkus:quarkus-mongodb-client,Computing Foundations
io.quarkus:quarkus-mutiny,Software Engineering Management
io.quarkus:quarkus-narayana-jta,Computing Foundations
io.quarkus:quarkus-netty,Computing Foundations
io.quarkus:quarkus-netty-deployment,Computing Foundations
io.quarkus:quarkus-oidc,Software Engineering Management
io.quarkus:quarkus-oidc-client,Software Engineering Management
io.quarkus:quarkus-openshift-client,Software Engineering Management
io.quarkus:quarkus-opentelemetry,Computing Foundations
io.quarkus:quarkus-opentelemetry-exporter-otlp,Computing Foundations
io.quarkus:quarkus-optaplanner,Software Engineering Management
io.quarkus:quarkus-optaplanner-jackson,Software Engineering Management
io.quarkus:quarkus-optaplanner-jsonb,Software Engineering Management
io.quarkus:quarkus-quartz,Software Engineering Management
io.quarkus:quarkus-reactive-datasource-deployment,Computing Foundations
io.quarkus:quarkus-reactive-mysql-client,Others
io.quarkus:quarkus-reactive-pg-client,Computing Foundations
io.quarkus:quarkus-reactive-routes,Software Security
io.quarkus:quarkus-reactive-routes-deployment,Software Security
io.quarkus:quarkus-redis-client,Software Construction
io.quarkus:quarkus-rest-client,Computing Foundations
io.quarkus:quarkus-rest-client-jackson,Software Construction
io.quarkus:quarkus-rest-client-jsonb,Software Construction
io.quarkus:quarkus-rest-client-reactive,Software Domain
io.quarkus:quarkus-rest-client-reactive-jackson,Software Domain
io.quarkus:quarkus-rest-jackson,Software Construction
io.quarkus:quarkus-resteasy,Computing Foundations
io.quarkus:quarkus-resteasy-common-spi,Software Construction
io.quarkus:quarkus-resteasy-deployment,Computing Foundations
io.quarkus:quarkus-resteasy-jackson,Computing Foundations
io.quarkus:quarkus-resteasy-jackson-deployment,Software Security
io.quarkus:quarkus-resteasy-jsonb,Computing Foundations
io.quarkus:quarkus-resteasy-multipart,Software Construction
io.quarkus:quarkus-resteasy-mutiny,Software Construction
io.quarkus:quarkus-resteasy-reactive,Others
io.quarkus:quarkus-resteasy-reactive-deployment,Software Security
io.quarkus:quarkus-resteasy-reactive-jackson,Computing Foundations
io.quarkus:quarkus-resteasy-reactive-jackson-deployment,Software Security
io.quarkus:quarkus-resteasy-server-common,Software Construction
io.quarkus:quarkus-resteasy-server-common-deployment,Software Configuration Management
io.quarkus:quarkus-scheduler,Software Construction
io.quarkus:quarkus-smallrye-context-propagation,Software Engineering Management
io.quarkus:quarkus-smallrye-fault-tolerance,Computing Foundations
io.quarkus:quarkus-smallrye-graphql,Others
io.quarkus:quarkus-smallrye-graphql-client,Others
io.quarkus:quarkus-smallrye-health,Computing Foundations
io.quarkus:quarkus-smallrye-health-deployment,Software Security
io.quarkus:quarkus-smallrye-jwt,Others
io.quarkus:quarkus-smallrye-jwt-build,Others
io.quarkus:quarkus-smallrye-metrics,Software Security
io.quarkus:quarkus-smallrye-metrics-deployment,Software Security
io.quarkus:quarkus-smallrye-openapi,Computing Foundations
io.quarkus:quarkus-smallrye-opentracing,Computing Foundations
io.quarkus:quarkus-smallrye-opentracing-deployment,Computing Foundations
io.quarkus:quarkus-smallrye-reactive-messaging-kafka,Others
io.quarkus:quarkus-test-artemis,Computing Foundations
io.quarkus:quarkus-test-common,Computing Foundations
io.quarkus:quarkus-test-h2,Computing Foundations
io.quarkus:quarkus-test-kubernetes-client,Software Engineering Management
io.quarkus:quarkus-test-openshift-client,Software Engineering Management
io.quarkus:quarkus-test-security,Software Engineering Management
io.quarkus:quarkus-test-vertx,Computing Foundations
io.quarkus:quarkus-undertow,Software Engineering Management
io.quarkus:quarkus-undertow-deployment,Others
io.quarkus:quarkus-vault,Software Security
io.quarkus:quarkus-vault-deployment,Software Security
io.quarkus:quarkus-vertx,Computing Foundations
io.quarkus:quarkus-vertx-deployment,Computing Foundations
io.quarkus:quarkus-vertx-http,Software Engineering Management
io.quarkus:quarkus-vertx-http-deployment-spi,Others
io.quarkus:quarkus-vertx-http-dev-ui-resources,Software Security
io.quarkus:quarkus-vertx-web,Software Security
io.quarkus:quarkus-vertx-web-deployment,Software Security
io.quarkus:quarkus-webjars-locator,Software Construction
io.quarkus:quarkus-websockets,Software Engineering Management
io.quarkus:quarkus-websockets-deployment,Software Engineering Management
io.quckoo:quckoo-console-resources_2.11,Software Configuration Management
io.r2dbc:r2dbc-client,Others
io.r2dbc:r2dbc-h2,Computing Foundations
io.r2dbc:r2dbc-mssql,Computing Foundations
io.r2dbc:r2dbc-pool,Computing Foundations
io.r2dbc:r2dbc-postgresql,Computing Foundations
io.r2dbc:r2dbc-proxy,Software Engineering Operations
io.r2dbc:r2dbc-spi,Computing Foundations
io.r2dbc:r2dbc-spi-test,Others
io.radar:sdk,Others
io.ratpack:ratpack-test-internal,Software Construction
io.razem:scala-influxdb-client_2.13,Others
io.reactiverse:reactive-contexts-core,Software Architeture
io.reactiverse:reactive-contexts-propagators-rxjava1,Software Architeture
io.reactiverse:reactive-contexts-propagators-rxjava2,Software Architeture
io.reactiverse:reactive-pg-client,Computing Foundations
io.reactivesocket:reactivesocket,Software Engineering Management
io.reactivesocket:reactivesocket-netty,Software Engineering Management
io.reactivex.rxjava3:rxandroid,Others
io.reactivex.rxjava3:rxjava,Computing Foundations
io.reactivex.rxjava3:rxkotlin,Software Engineering Economics
io.realm:android-adapters,Computing Foundations
io.realm:realm-android,Software Construction
io.reflectoring.diffparser:diffparser,Others
io.reinert.requestor.impl:requestor-gwt,Computing Foundations
io.reinert.requestor.impl:requestor-javanet,Computing Foundations
io.rest-assured.examples:scalatra-example,Others
io.rhiot:camel-gps-bu353,Computing Foundations
io.rhiot:vertx-proton,Computing Foundations
io.riemann:riemann-java-client,Software Quality
io.rsocket.broker:rsocket-broker-client-spring,Software Engineering Operations
io.rsocket.broker:rsocket-broker-spring,Software Engineering Operations
io.rsocket.routing:rsocket-routing-broker-spring,Software Engineering Operations
io.rsocket.routing:rsocket-routing-client-spring,Software Engineering Operations
io.rsocket:rsocket-core,Computing Foundations
io.rsocket:rsocket-load-balancer,Computing Foundations
io.rsocket:rsocket-test,Computing Foundations
io.rsocket:rsocket-transport-netty,Computing Foundations
io.rudin.cdi.slf4j:slf4j-cdi,Software Construction
io.sarl.baseutils:javax.inject,Software Construction
io.sarl.baseutils:tests.api,Software Construction
io.sarl.lang:compiler.tests,Software Construction
io.sarl.pythongenerator:io.sarl.pythongenerator.generator,Software Construction
io.sarl:io.sarl.api.bootiquebase,Software Construction
io.sarl:io.sarl.api.naming,Software Construction
io.sarl:io.sarl.api.probing,Software Construction
io.sarl:io.sarl.core,Software Construction
io.sarl:io.sarl.eclipse,Software Construction
io.sarl:io.sarl.javafx,Software Construction
io.sarl:io.sarl.lang.sarlc,Software Construction
io.sarl:io.sarl.util,Software Construction
io.scalac:mesmer-testkit_2.13,Computing Foundations
io.scif:scifio,Others
io.scif:scifio-bf-compat,Others
io.scif:scifio-lifesci,Others
io.sealights.dependencies:sealights-apache-commons-io,Software Construction
io.sealights.dependencies:sealights-bootstrapper-jackson-annotations,Software Construction
io.sealights.dependencies:sealights-bootstrapper-jackson-core,Software Construction
io.sealights.dependencies:sealights-bootstrapper-jackson-databind,Software Construction
io.sealights.on-premise.agents.android:static-instrumentation-executor,Software Construction
io.sealights.on-premise.agents:java-agent-events,Software Construction
io.sealights.on-premise.agents:java-agent-infra,Software Construction
io.seata:seata-all,Others
io.seata:seata-codec-seata,Software Configuration Management
io.seata:seata-common,Software Configuration Management
io.seata:seata-config-core,Software Configuration Management
io.seata:seata-core,Software Configuration Management
io.seata:seata-dubbo-alibaba,Software Configuration Management
io.seata:seata-rm,Software Configuration Management
io.seata:seata-rm-datasource,Others
io.seata:seata-serializer-seata,Others
io.seata:seata-spring,Software Configuration Management
io.seata:seata-sqlparser-druid,Others
io.seata:seata-tcc,Software Configuration Management
io.seata:seata-tm,Others
io.servicecomb.tests:jaxrs-tests,Software Configuration Management
io.servicecomb.tests:springmvc-tests,Software Configuration Management
io.servicecomb.tests:tracing-tests,Software Configuration Management
io.setl:rdf-urdna,Software Security
io.sf.carte:css4j,Software Configuration Management
io.sf.carte:xml-dtd,Software Configuration Management
io.shardingjdbc:sharding-jdbc-core,Software Configuration Management
io.shardingsphere:sharding-core,Others
io.shardingsphere:sharding-jdbc-core,Software Configuration Management
io.shiftleft:overflowdb-codegen_3,Others
io.shiftleft:overflowdb-core_3,Others
io.shiftleft:overflowdb-formats_3,Others
io.shiftleft:overflowdb-traversal_3,Others
io.siddhi:siddhi-core,Software Quality
io.siddhi:siddhi-query-api,Software Quality
io.sigs:seals-tests_2.11,Others
io.sigs:seals-tests_2.12,Others
io.skodjob:database-manipulation-tool-schema,Computing Foundations
io.skodjob:test-frame-common,Computing Foundations
io.skodjob:test-frame-kubernetes,Computing Foundations
io.skuber:skuber_2.12,Computing Foundations
io.skuber:skuber_2.13,Computing Foundations
io.smallrye.common:smallrye-common-annotation,Software Configuration Management
io.smallrye.common:smallrye-common-classloader,Software Configuration Management
io.smallrye.common:smallrye-common-constraint,Software Configuration Management
io.smallrye.common:smallrye-common-cpu,Software Construction
io.smallrye.common:smallrye-common-expression,Software Configuration Management
io.smallrye.common:smallrye-common-function,Software Configuration Management
io.smallrye.common:smallrye-common-io,Software Configuration Management
io.smallrye.common:smallrye-common-net,Software Construction
io.smallrye.common:smallrye-common-os,Software Construction
io.smallrye.common:smallrye-common-ref,Software Construction
io.smallrye.common:smallrye-common-vertx-context,Computing Foundations
io.smallrye.config:smallrye-config,Computing Foundations
io.smallrye.config:smallrye-config-common,Software Configuration Management
io.smallrye.config:smallrye-config-core,Software Quality
io.smallrye.config:smallrye-config-source-file-system,Software Configuration Management
io.smallrye.config:smallrye-config-source-keystore,Software Security
io.smallrye.config:smallrye-config-source-yaml,Computing Foundations
io.smallrye.opentelemetry:smallrye-opentelemetry-api,Software Configuration Management
io.smallrye.opentelemetry:smallrye-opentelemetry-cdi,Software Configuration Management
io.smallrye.opentelemetry:smallrye-opentelemetry-exporters,Software Configuration Management
io.smallrye.opentelemetry:smallrye-opentelemetry-propagation,Software Configuration Management
io.smallrye.opentelemetry:smallrye-opentelemetry-rest,Software Configuration Management
io.smallrye.reactive:mutiny,Computing Foundations
io.smallrye.reactive:mutiny-reactive-streams-operators,Software Configuration Management
io.smallrye.reactive:mutiny-zero,Software Configuration Management
io.smallrye.reactive:mutiny-zero-flow-adapters,Software Configuration Management
io.smallrye.reactive:smallrye-mutiny-vertx-amqp-client,Software Configuration Management
io.smallrye.reactive:smallrye-mutiny-vertx-core,Computing Foundations
io.smallrye.reactive:smallrye-mutiny-vertx-kafka-client,Software Configuration Management
io.smallrye.reactive:smallrye-mutiny-vertx-pg-client,Computing Foundations
io.smallrye.reactive:smallrye-mutiny-vertx-runtime,Software Configuration Management
io.smallrye.reactive:smallrye-mutiny-vertx-sql-client,Computing Foundations
io.smallrye.reactive:smallrye-mutiny-vertx-web-client,Software Construction
io.smallrye.reactive:smallrye-reactive-converter-api,Computing Foundations
io.smallrye.reactive:smallrye-reactive-messaging-amqp,Software Configuration Management
io.smallrye.reactive:smallrye-reactive-messaging-api,Software Configuration Management
io.smallrye.reactive:smallrye-reactive-messaging-in-memory,Others
io.smallrye.reactive:smallrye-reactive-messaging-kafka,Software Configuration Management
io.smallrye.reactive:smallrye-reactive-messaging-kafka-api,Software Configuration Management
io.smallrye.reactive:smallrye-reactive-messaging-provider,Software Configuration Management
io.smallrye:jandex,Software Configuration Management
io.smallrye:jandex-test-data,Software Configuration Management
io.smallrye:smallrye-config,Computing Foundations
io.smallrye:smallrye-config-common,Software Configuration Management
io.smallrye:smallrye-context-propagation,Software Architeture
io.smallrye:smallrye-context-propagation-api,Software Architeture
io.smallrye:smallrye-context-propagation-propagators-rxjava2,Software Architeture
io.smallrye:smallrye-context-propagation-storage,Software Architeture
io.smallrye:smallrye-fault-tolerance,Software Configuration Management
io.smallrye:smallrye-fault-tolerance-api,Software Configuration Management
io.smallrye:smallrye-fault-tolerance-autoconfig-core,Software Configuration Management
io.smallrye:smallrye-fault-tolerance-context-propagation,Software Engineering Management
io.smallrye:smallrye-fault-tolerance-core,Software Configuration Management
io.smallrye:smallrye-graphql-client,Others
io.smallrye:smallrye-graphql-client-implementation-jaxrs,Others
io.smallrye:smallrye-graphql-client-implementation-vertx,Others
io.smallrye:smallrye-graphql-servlet,Others
io.smallrye:smallrye-graphql-ui-graphiql,Others
io.smallrye:smallrye-health,Software Configuration Management
io.smallrye:smallrye-health-2.0,Software Configuration Management
io.smallrye:smallrye-jwt,Software Configuration Management
io.smallrye:smallrye-jwt-build,Software Architeture
io.smallrye:smallrye-jwt-cdi-extension,Software Configuration Management
io.smallrye:smallrye-jwt-common,Software Configuration Management
io.smallrye:smallrye-jwt-http-mechanism,Software Configuration Management
io.smallrye:smallrye-metrics,Computing Foundations
io.smallrye:smallrye-metrics-api,Software Configuration Management
io.smallrye:smallrye-open-api,Software Configuration Management
io.smallrye:smallrye-open-api-core,Software Configuration Management
io.smallrye:smallrye-open-api-jaxrs,Software Configuration Management
io.smallrye:smallrye-opentracing,Software Configuration Management
io.smallrye:smallrye-opentracing-contrib,Software Configuration Management
io.snappydata:snappy-aqp,Computing Foundations
io.snappydata:snappy-aqp_2.10,Computing Foundations
io.sphere.sdk.jvm:sphere-java-client-internal-test,Software Construction
io.spray:sbt-revolver_2.12_1.0,Others
io.spray:spray-json_2.9.2,Others
io.spray:twirl-api_2.10,Computing Foundations
io.spray:twirl-api_2.11,Computing Foundations
io.spray:twirl-api_2.9.2,Computing Foundations
io.spring.docresources:spring-doc-resources,Software Construction
io.spring.gradle:spring-bintray-plugin,Software Construction
io.spring.initializr:initializr-generator,Software Construction
io.squark.yggdrasil.yggdrasil-logging:yggdrasil-logging-api,Software Engineering Operations
io.squark.yggdrasil.yggdrasil-logging:yggdrasil-logging-fallback,Others
io.squark.yggdrasil.yggdrasil-logging:yggdrasil-logging-module,Software Engineering Operations
io.squark:nested-jar-classloader,Software Engineering Operations
io.streamnative.oxia:oxia-client,Computing Foundations
io.streamnative.oxia:oxia-testcontainers,Computing Foundations
io.strikt:strikt-core,Computing Foundations
io.strimzi:api,Computing Foundations
io.swagger.codegen.v3:swagger-codegen,Software Construction
io.swagger.codegen.v3:swagger-codegen-cli,Others
io.swagger.codegen.v3:swagger-codegen-generators,Software Construction
io.swagger.core.v3:swagger-annotations,Software Security
io.swagger.core.v3:swagger-annotations-jakarta,Software Security
io.swagger.core.v3:swagger-core,Software Configuration Management
io.swagger.core.v3:swagger-core-jakarta,Software Configuration Management
io.swagger.core.v3:swagger-integration,Others
io.swagger.core.v3:swagger-integration-jakarta,Software Configuration Management
io.swagger.core.v3:swagger-jaxrs2,Software Configuration Management
io.swagger.core.v3:swagger-jaxrs2-jakarta,Others
io.swagger.core.v3:swagger-jaxrs2-servlet-initializer,Others
io.swagger.core.v3:swagger-jaxrs2-servlet-initializer-jakarta,Others
io.swagger.core.v3:swagger-jaxrs2-servlet-initializer-v2,Computing Foundations
io.swagger.core.v3:swagger-models,Others
io.swagger.core.v3:swagger-models-jakarta,Software Configuration Management
io.swagger.core.v3:swagger-project,Others
io.swagger.parser.v3:swagger-parser,Others
io.swagger.parser.v3:swagger-parser-core,Software Construction
io.swagger.parser.v3:swagger-parser-v3,Software Construction
io.swave:core-macros_2.11,Others
io.swave:core-tests_2.11,Others
io.swaydb:swaydb_2.11,Others
io.sweers.autotransient:autotransient,Software Utilities
io.takari.nexus:nexus-perf,Others
io.teecube.maven.skins:reflow-maven-skin,Others
io.teecube.maven.skins:reflow-velocity-tools,Others
io.teecube.tic:tic-bw6,Others
io.tesla.aether.test:aether-test-harness,Software Construction
io.tesla.okhttp:okhttp,Software Construction
io.thorntail:arquillian,Others
io.thorntail:build-resources,Software Engineering Operations
io.thorntail:cdi,Computing Foundations
io.thorntail:config-api-generator,Software Engineering Operations
io.thorntail:config-api-runtime,Software Engineering Operations
io.thorntail:container,Software Engineering Operations
io.thorntail:datasources,Others
io.thorntail:ejb,Others
io.thorntail:fraction-metadata,Software Construction
io.thorntail:infinispan,Software Engineering Operations
io.thorntail:jaxrs,Computing Foundations
io.thorntail:jca,Software Engineering Operations
io.thorntail:jpa,Others
io.thorntail:keycloak,Software Engineering Operations
io.thorntail:logging,Software Engineering Operations
io.thorntail:management,Others
io.thorntail:microprofile-config,Others
io.thorntail:microprofile-fault-tolerance,Computing Foundations
io.thorntail:microprofile-health,Others
io.thorntail:microprofile-openapi,Computing Foundations
io.thorntail:opentracing,Software Engineering Operations
io.thorntail:resource-adapters,Software Engineering Operations
io.thorntail:spi,Others
io.thorntail:swagger,Computing Foundations
io.thorntail:undertow,Software Engineering Management
io.thundra:jexter-junit4-core,Software Construction
io.thundra:jexter-junit5-core,Software Construction
io.tmio:tuweni-dist,Others
io.trino.hadoop:hadoop-apache,Software Configuration Management
io.trino:trino-cli,Computing Foundations
io.trino:trino-jdbc,Others
io.trino:trino-main,Computing Foundations
io.trino:trino-matching,Computing Foundations
io.trino:trino-parser,Computing Foundations
io.trino:trino-plugin-toolkit,Computing Foundations
io.trino:trino-record-decoder,Computing Foundations
io.trino:trino-server-main,Computing Foundations
io.trino:trino-spi,Computing Foundations
io.trino:trino-testing,Computing Foundations
io.tus.java.client:tus-java-client,Software Construction
io.ultreia.java4all.config:config-api,Software Security
io.ultreia.java4all.config:config-spi,Software Security
io.ultreia.java4all.config:nuiton-config,Software Security
io.ultreia.java4all.decorator:decorator-api,Software Security
io.ultreia.java4all.decorator:decorator-spi,Others
io.ultreia.java4all.topia:persistence,Others
io.ultreia.java4all.topia:service-migration,Others
io.ultreia.java4all.topia:service-script,Others
io.ultreia.java4all.topia:service-sql,Others
io.ultreia.java4all.topia:templates,Others
io.ultreia.java4all.validation.core:api,Software Security
io.ultreia.java4all.validation.core:impl,Software Security
io.ultreia.java4all.validation.core:impl-spi,Software Security
io.ultreia.java4all.validation.core:legacy,Software Security
io.ultreia.java4all.validation.impl:java,Software Security
io.ultreia.java4all.validation.impl:java-validator,Software Security
io.ultreia.java4all.validation.impl:legacy,Software Security
io.ultreia.java4all.validation:api,Software Security
io.ultreia.java4all.validation:bean,Software Security
io.usethesource:capsule,Software Construction
io.vertx:mod-rxjava,Computing Foundations
io.vertx:vertx-rxjava2,Software Construction
io.vproxy:commons,Others
io.vproxy:pcap4j-core,Others
io.vproxy:pcap4j-packetfactory-static,Others
io.vproxy:vfx,Others
io.wcm.devops.conga.definitions:io.wcm.devops.conga.definitions.aem,Others
io.wcm.tooling.nodetypes:io.wcm.tooling.nodetypes.wcmio,Software Configuration Management
io.wcm.tooling.spotbugs:io.wcm.tooling.spotbugs.annotations,Software Design
io.wcm:io.wcm.testing.wcm-io-mock.config,Software Design
io.zbus:zbus,Software Configuration Management
io.zeebe.hazelcast:zeebe-hazelcast-connector,Others
io.zeebe.spring:spring-zeebe-starter,Others
io.zipkin.classic:zipkin-ui,Software Engineering Management
io.zipkin.contrib.brave-propagation-w3c:brave-propagation-tracecontext,Software Engineering Management
io.zipkin.finagle2:zipkin-finagle-http_2.12,Computing Foundations
io.zipkin.finagle2:zipkin-finagle-http_2.13,Computing Foundations
io.zipkin.finagle2:zipkin-finagle-kafka_2.12,Software Engineering Management
io.zipkin.gcp:brave-encoder-stackdriver,Software Engineering Operations
io.zipkin.gcp:brave-propagation-stackdriver,Software Engineering Operations
io.zipkin.gcp:zipkin-encoder-stackdriver,Software Engineering Operations
io.zipkin.gcp:zipkin-sender-stackdriver,Software Engineering Operations
io.zipkin.gcp:zipkin-translation-stackdriver,Others
io.zipkin.proto3:zipkin-proto3,Software Engineering Management
io.zipkin.reporter2:zipkin-reporter,Software Construction
io.zipkin.reporter2:zipkin-reporter-brave,Software Construction
io.zipkin.reporter2:zipkin-reporter-metrics-micrometer,Software Engineering Operations
io.zipkin.reporter2:zipkin-reporter-spring-beans,Software Engineering Management
io.zipkin.reporter2:zipkin-sender-activemq-client,Software Engineering Operations
io.zipkin.reporter2:zipkin-sender-amqp-client,Software Engineering Operations
io.zipkin.reporter2:zipkin-sender-kafka,Software Engineering Operations
io.zipkin.reporter2:zipkin-sender-kafka11,Software Configuration Management
io.zipkin.reporter2:zipkin-sender-libthrift,Software Construction
io.zipkin.reporter2:zipkin-sender-okhttp3,Software Engineering Management
io.zipkin.reporter2:zipkin-sender-urlconnection,Computing Foundations
io.zipkin.zipkin2:zipkin,Software Engineering Operations
io.zipkin.zipkin2:zipkin-collector,Software Engineering Operations
io.zipkin.zipkin2:zipkin-collector-activemq,Software Engineering Management
io.zipkin.zipkin2:zipkin-collector-kafka,Software Engineering Management
io.zipkin.zipkin2:zipkin-collector-kafka08,Software Engineering Management
io.zipkin.zipkin2:zipkin-collector-rabbitmq,Software Engineering Management
io.zipkin.zipkin2:zipkin-collector-scribe,Software Engineering Management
io.zipkin.zipkin2:zipkin-junit,Software Engineering Management
io.zipkin.zipkin2:zipkin-lens,Software Engineering Management
io.zipkin.zipkin2:zipkin-storage-cassandra,Software Engineering Management
io.zipkin.zipkin2:zipkin-storage-cassandra-v1,Software Engineering Management
io.zipkin.zipkin2:zipkin-storage-elasticsearch,Software Engineering Management
io.zipkin.zipkin2:zipkin-storage-mysql-v1,Software Engineering Management
io.zipkin.zipkin2:zipkin-tests,Software Engineering Operations
io.zonky.test:embedded-postgres,Software Engineering Economics
ir.ghasemkiani:persiancalendar,Software Configuration Management
is2:anna,Others
it.could:webdav,Software Construction
it.geosolutions.imageio-ext:imageio-ext-utilities,Mathematical Foundations
it.geosolutions.jaiext.utilities:jt-utilities,Mathematical Foundations
it.javalinux.sibilla:Sibilla,Software Construction
it.polimi.tower4clouds:rules,Software Engineering Operations
it.sauronsoftware:jave,Software Engineering Operations
it.sephiroth.android.library.floatingmenu:floatingmenu,Software Construction
it.sephiroth.android.library.horizontallistview:hlistview,Software Construction
it.sephiroth.android.library.imagezoom:library,Others
it.skrape:skrapeit,Software Utilities
it.tidalwave.betterbeansbinding:beanexamples,Others
it.tidalwave.image:it-tidalwave-image,Others
it.tidalwave.imageio:it-tidalwave-imageio-raw,Others
it.tidalwave.imageio:it.tidalwave.imageio.raw,Others
it.tidalwave.openbluesky:it-tidalwave-netbeansutilities,Others
it.tidalwave.openbluesky:it-tidalwave-openide-explorer,Others
it.tidalwave.openbluesky:it-tidalwave-openide-node,Others
it.tidalwave.openbluesky:it-tidalwave-openide-persistence,Others
it.tidalwave.openbluesky:it-tidalwave-openide-util-actions,Others
it.tidalwave.semantic:it-tidalwave-semantic-openrdf,Others
it.tidalwave.semantic:it-tidalwave-semantic-other,Others
it.tidalwave.vaadin:it-tidalwave-ui-vaadin,Software Construction
it.unibo.apice.scafiteam:scafi-core_2.13,Mathematical Foundations
it.unibo.scafi:scafi-core_2.13,Mathematical Foundations
it.unibo.tuprolog:parser-theory-jvm,Software Quality
it.unibo.tuprolog:solve-classic-jvm,Software Quality
it.unife.endif.ml:JavaBDD-OSGi,Computing Foundations
it.unife.endif.ml:factplusplus,Computing Foundations
it.unife.endif.ml:prob-owlapi,Computing Foundations
it.unimi:dsiutils,Software Construction
it.unimi:fastutil,Software Construction
it.uniroma2.art.maple:maple-core,Others
it.uniroma2.art.org.jopendocument:jopendocument,Computing Foundations
it.uniroma3.mat:extendedset,Software Engineering Management
itgroundwork:phpportlet,Others
ivysvn:ivysvn,Software Domain
j2ee:j2ee,Software Quality
j2ssh:j2ssh-common,Software Configuration Management
j2ssh:j2ssh-core,Software Configuration Management
jabaddressbook:addressbook,Others
jabaddressbook:jabaddressbook,Others
jacob:jacob,Software Construction
jacorb:idl,Software Configuration Management
jacorb:idl_g,Software Configuration Management
jacorb:jacorb,Computing Foundations
jacorb:jacorb_g,Software Configuration Management
jacorb:resources,Software Configuration Management
jadex:bdi,Software Construction
jadex:benchmark-core,Software Construction
jadex:binary,Software Construction
jadex:bpmn,Software Construction
jadex:bytecode,Software Construction
jadex:classreader,Software Construction
jadex:collection,Software Construction
jadex:common,Software Construction
jadex:concurrent,Software Construction
jadex:core,Software Construction
jadex:eca,Software Construction
jadex:execution,Software Construction
jadex:future,Software Construction
jadex:idgenerator,Software Construction
jadex:javaparser,Software Construction
jadex:json,Software Construction
jadex:messaging,Software Construction
jadex:micro,Software Construction
jadex:model,Software Construction
jadex:nativetools,Software Construction
jadex:providedservice,Software Construction
jadex:providedservicebpmn,Software Construction
jadex:providedservicemicro,Software Construction
jadex:publishservice,Software Construction
jadex:publishservicejetty,Software Construction
jadex:requiredservice,Software Construction
jadex:requiredservicebpmn,Software Construction
jadex:requiredservicemicro,Software Construction
jadex:serialization,Software Construction
jadex:traverser,Software Construction
jaf:activation,Software Utilities
jaf:jaf,Others
jai:jai-codec,Software Construction
jai:jai-core,Software Design
jai:jai_codec,Others
jai:jai_core,Others
jain:jain-mgcp-ri,Computing Foundations
