ArtifactID,Categoria
org.exoplatform.ws:exo.ws.testframework,Gerenciamento de Dados
org.extensiblecatalog.ncip.v2:binding-ilsdiv1_0,Diversos
org.extensiblecatalog.ncip.v2:binding-ilsdiv1_0_bc,Diversos
org.extensiblecatalog.ncip.v2:binding-jar,Diversos
org.extensiblecatalog.ncip.v2:binding-ncipv2_01,Diversos
org.extensiblecatalog.ncip.v2:binding-ncipv2_02,Diversos
org.extensiblecatalog.ncip.v2:binding-wclv1_0,Diversos
org.extensiblecatalog.ncip.v2:common,Diversos
org.extensiblecatalog.ncip.v2:responder,Diversos
org.extensiblecatalog.ncip.v2:service,Diversos
org.faktorips:org.faktorips.devtools.abstraction.eclipse,Plataformas e Infraestrutura
org.fcrepo.fixity:fcrepo-fixity-corrupter,Web e Aplicações
org.fcrepo.migration:migration-utils,Web e Aplicações
org.fcrepo:GroboTestingJUnit-core,Web e Aplicações
org.fcrepo:Tidy,Web e Aplicações
org.fcrepo:apache-tomcat,Web e Aplicações
org.fcrepo:axis,Web e Aplicações
org.fcrepo:berkeley-db,Web e Aplicações
org.fcrepo:berkeley-dbxml,Web e Aplicações
org.fcrepo:fop-hyph,Web e Aplicações
org.fcrepo:ij,Web e Aplicações
org.fcrepo:jai_codec,Web e Aplicações
org.fcrepo:jai_core,Web e Aplicações
org.fcrepo:jakarta-oro,Web e Aplicações
org.fcrepo:modeshape-jbossas-subsystem,Web e Aplicações
org.fcrepo:mptstore,Diversos
org.fcrepo:mulgara-core,Web e Aplicações
org.fcrepo:one-jar-boot,Web e Aplicações
org.fcrepo:openrdf-sesame-onejar,Web e Aplicações
org.fcrepo:persistence-api,Web e Aplicações
org.fcrepo:saxon,Web e Aplicações
org.fcrepo:saxon-dom,Web e Aplicações
org.fcrepo:sunxacml,Web e Aplicações
org.fcrepo:trippi-core,Gerenciamento de Dados
org.fcrepo:trippi-mptstore,Web e Aplicações
org.fcrepo:trippi-mulgara,Web e Aplicações
org.fcrepo:tt-bytecode,Web e Aplicações
org.fcrepo:xmldb-exist,Web e Aplicações
org.fedora-commons:fedora-client,Gerenciamento de Dados
org.fedorahosted.cobbler:cobbler4j,Segurança e Gestão
org.fedorahosted.openprops:openprops,Gerenciamento de Dados
org.ferris:ferris-bible-jmce-private,Diversos
org.ferris:ferris-yahoo-finance-jmce-private,Diversos
org.ferris:simple-rss,Diversos
org.fhir:ucum,Gerenciamento de Dados
org.firebirdsql:firebird-testcontainers-java,Desenvolvimento de Software
org.flatland:classlojure,Desenvolvimento de Software
org.flatland:useful,Desenvolvimento de Software
org.flexunit:flexunit,Desenvolvimento de Software
org.floggy.3rd.org.microemu:microemulator,Gerenciamento de Dados
org.forgerock.openam:amserver,Web e Aplicações
org.forgerock.openam:clientsdk,Web e Aplicações
org.forgerock.opendj:opendj-ldap-sdk,Desenvolvimento de Software
org.fornax.cartridges:fornax-cartridges-sculptor-generator,Diversos
org.fornax.cartridges:fornax-cartridges-sculptor-metamodel,Diversos
org.fornax.cartridges:org.fornax.cartridges.sculptor.dsl,Diversos
org.fornax.cartridges:org.fornax.cartridges.sculptor.gui.dsl,Diversos
org.fornax.utilities:fornax-utilities-formatter-xml,Diversos
org.fosstrak.llrp:llrp-adaptor,Gerenciamento de Dados
org.fosstrak.tdt:tdt,Gerenciamento de Dados
org.foundationdb:fdb-extensions,Web e Aplicações
org.foundationdb:fdb-java,Diversos
org.foundationdb:fdb-record-layer-core,Web e Aplicações
org.foundweekends:sbt-bintray,Desenvolvimento de Software
org.fourthline.cling:cling-core,Desenvolvimento de Software
org.fourthline.cling:cling-support,Desenvolvimento Frontend
org.franca:org.franca.core,Web e Aplicações
org.franca:org.franca.core.dsl,Web e Aplicações
org.franca:org.franca.deploymodel.dsl,Web e Aplicações
org.freehep:freehep-graphicsio-gif,Análise e Processamento de Dados
org.freehep:freehep-util,Diversos
org.freemarker:com.springsource.freemarker,Diversos
org.freixas:jcalendar,Desenvolvimento de Software
org.frgaal:compiler,Desenvolvimento de Software
org.fuin.xsample:org.fuin.xsample.dsl,Desenvolvimento de Software
org.fujion.webjars:webjar-ace,Web e Aplicações
org.fujion.webjars:webjar-angular,Web e Aplicações
org.fujion.webjars:webjar-balloon-css,Web e Aplicações
org.fujion.webjars:webjar-bootstrap,Web e Aplicações
org.fujion.webjars:webjar-bootswatch,Web e Aplicações
org.fujion.webjars:webjar-bootswatch-cerulean,Web e Aplicações
org.fujion.webjars:webjar-bootswatch-cosmo,Web e Aplicações
org.fujion.webjars:webjar-bootswatch-cyborg,Web e Aplicações
org.fujion.webjars:webjar-bootswatch-darkly,Web e Aplicações
org.fujion.webjars:webjar-bootswatch-flatly,Web e Aplicações
org.fujion.webjars:webjar-bootswatch-journal,Web e Aplicações
org.fujion.webjars:webjar-bootswatch-lumen,Web e Aplicações
org.fujion.webjars:webjar-bootswatch-paper,Web e Aplicações
org.fujion.webjars:webjar-bootswatch-readable,Web e Aplicações
org.fujion.webjars:webjar-bootswatch-sandstone,Web e Aplicações
org.fujion.webjars:webjar-bootswatch-simplex,Web e Aplicações
org.fujion.webjars:webjar-bootswatch-slate,Web e Aplicações
org.fujion.webjars:webjar-bootswatch-spacelab,Web e Aplicações
org.fujion.webjars:webjar-bootswatch-superhero,Web e Aplicações
org.fujion.webjars:webjar-bootswatch-united,Web e Aplicações
org.fujion.webjars:webjar-bootswatch-yeti,Web e Aplicações
org.fujion.webjars:webjar-chart-js,Web e Aplicações
org.fujion.webjars:webjar-ckeditor,Web e Aplicações
org.fujion.webjars:webjar-ckeditor-full,Web e Aplicações
org.fujion.webjars:webjar-cleave-js,Web e Aplicações
org.fujion.webjars:webjar-codemirror,Web e Aplicações
org.fujion.webjars:webjar-corejs,Web e Aplicações
org.fujion.webjars:webjar-file-saver,Web e Aplicações
org.fujion.webjars:webjar-fontawesome,Web e Aplicações
org.fujion.webjars:webjar-google-maps,Web e Aplicações
org.fujion.webjars:webjar-highcharts,Web e Aplicações
org.fujion.webjars:webjar-jquery,Web e Aplicações
org.fujion.webjars:webjar-jquery-print,Web e Aplicações
org.fujion.webjars:webjar-jquery-qrcode,Web e Aplicações
org.fujion.webjars:webjar-jquery-scrollto,Web e Aplicações
org.fujion.webjars:webjar-jquery-sparkline,Web e Aplicações
org.fujion.webjars:webjar-jquery-ui,Web e Aplicações
org.fujion.webjars:webjar-jsbarcode,Web e Aplicações
org.fujion.webjars:webjar-jshashes,Web e Aplicações
org.fujion.webjars:webjar-leaflet,Web e Aplicações
org.fujion.webjars:webjar-lodash,Web e Aplicações
org.fujion.webjars:webjar-moment,Web e Aplicações
org.fujion.webjars:webjar-mxgraph,Web e Aplicações
org.fujion.webjars:webjar-plotly-js,Web e Aplicações
org.fujion.webjars:webjar-react,Web e Aplicações
org.fujion.webjars:webjar-rxjs,Web e Aplicações
org.fujion.webjars:webjar-showdown,Web e Aplicações
org.fujion.webjars:webjar-spin-js,Web e Aplicações
org.fujion.webjars:webjar-systemjs,Web e Aplicações
org.fujion.webjars:webjar-systemjs-css-extra,Web e Aplicações
org.fujion.webjars:webjar-systemjs-plugin-css,Web e Aplicações
org.fujion.webjars:webjar-zonejs,Web e Aplicações
org.functionaljava:fj,Plataformas e Infraestrutura
org.funit:funit,Desenvolvimento de Software
org.funktionale:funktionale,Desenvolvimento de Software
org.funktionale:funktionale-all,Desenvolvimento de Software
org.furyio:fury-core,Desenvolvimento de Software
org.fusesource.fabric.virt.bundles:org.fusesource.fabric.virt.bundles.jna,Plataformas e Infraestrutura
org.fusesource.fabric.virt.bundles:org.fusesource.fabric.virt.bundles.libvirt,Plataformas e Infraestrutura
org.fusesource.fabric.virt:org.fusesource.fabric.virt.commands,Plataformas e Infraestrutura
org.fusesource.fabric.virt:org.fusesource.fabric.virt.services,Plataformas e Infraestrutura
org.fusesource.fmc:fmc-webui,Plataformas e Infraestrutura
org.fusesource.jansi:jansi-freebsd32,Diversos
org.fusesource.jansi:jansi-freebsd64,Diversos
org.fusesource.jansi:jansi-linux32,Diversos
org.fusesource.jansi:jansi-linux64,Diversos
org.fusesource.jansi:jansi-osx,Diversos
org.fusesource.jansi:jansi-windows32,Diversos
org.fusesource.jansi:jansi-windows64,Diversos
org.fusesource.jmxtrans:jmxtrans,Diversos
org.fusesource.mq:fuse-mq,Utilitários e Ferramentas
org.fusesource.mq:mq-client,Desenvolvimento de Software
org.fusesource.mq:mq-fabric,Desenvolvimento de Software
org.fusesource.rrd4j:rrd4j,Plataformas e Infraestrutura
org.fusesource.tooling.testing:pax-exam-karaf,Utilitários e Ferramentas
org.fusesource:camel-sap,Integração e Comunicação
org.fusesource:sigar-native,Diversos
org.gaixie.jslibs:jslibs,Gerenciamento de Dados
org.gatein.wci:wci-jboss6,Web e Aplicações
org.gatein.wci:wci-jboss7,Web e Aplicações
org.gatein.wci:wci-jetty,Web e Aplicações
org.gatein.wci:wci-tomcat,Web e Aplicações
org.gatein.wci:wci-tomcat6,Web e Aplicações
org.gatein.wci:wci-tomcat7,Web e Aplicações
org.gatein.wci:wci-wci,Web e Aplicações
org.gbif:dwca-io,Utilitários e Ferramentas
org.gbif:dwca-reader,Utilitários e Ferramentas
org.gbif:gbif-api,Utilitários e Ferramentas
org.gbif:name-parser,Utilitários e Ferramentas
org.gbif:name-parser-api,Utilitários e Ferramentas
org.gedcom4j:gedcom4j,Desenvolvimento de Software
org.genivi.commonapi:core,Desenvolvimento de Software
org.genivi.commonapi:dbus,Desenvolvimento de Software
org.genomicsdb:genomicsdb,Diversos
org.geomajas.documentation:geomajas-jdocbook-xslt,Desenvolvimento de Software
org.geomajas.dojo:dojo,Análise e Processamento de Dados
org.geonames:geonames-ws,Análise e Processamento de Dados
org.geonames:georss-rome,Análise e Processamento de Dados
org.geoserver.extension:gs-monitor-core,Análise e Processamento de Dados
org.geoserver.extension:gs-wps-core,Análise e Processamento de Dados
org.geoserver.web:gs-web-core,Análise e Processamento de Dados
org.geoserver:gs-main,Análise e Processamento de Dados
org.geoserver:gs-ows,Análise e Processamento de Dados
org.geoserver:gs-platform,Análise e Processamento de Dados
org.geoserver:gs-rest,Análise e Processamento de Dados
org.geoserver:gs-wfs,Análise e Processamento de Dados
org.geoserver:gs-wms,Análise e Processamento de Dados
org.geotoolkit.pending:geotk-geometry,Diversos
org.geotoolkit.pending:geotk-jtswrapper,Diversos
org.geotoolkit.pending:geotk-temporal,Diversos
org.geotoolkit.pending:geotk-xml-gml,Diversos
org.geotoolkit.project:geotk-provided,Análise e Processamento de Dados
org.geotoolkit.project:geotk-test,Análise e Processamento de Dados
org.geotoolkit:geotk-epsg-javadb,Diversos
org.geotools.demo:gt2-demo-property,Análise e Processamento de Dados
org.geotools.jdbc:gt-jdbc-h2,Diversos
org.geotools.jdbc:gt-jdbc-oracle,Desenvolvimento de Software
org.geotools.jdbc:gt-jdbc-postgis,Análise e Processamento de Dados
org.geotools.jdbc:gt-jdbc-sqlserver,Desenvolvimento de Software
org.geotools.ogc:net.opengis.ows,Análise e Processamento de Dados
org.geotools.ogc:net.opengis.wcs,Análise e Processamento de Dados
org.geotools.ogc:net.opengis.wfs,Análise e Processamento de Dados
org.geotools.xsd:gt-xsd-core,Análise e Processamento de Dados
org.geotools.xsd:gt-xsd-filter,Análise e Processamento de Dados
org.geotools.xsd:gt-xsd-gml2,Análise e Processamento de Dados
org.geotools.xsd:gt-xsd-gml3,Análise e Processamento de Dados
org.geotools.xsd:gt-xsd-kml,Análise e Processamento de Dados
org.geotools.xsd:gt-xsd-ows,Análise e Processamento de Dados
org.geotools.xsd:gt-xsd-sld,Análise e Processamento de Dados
org.geotools:gt-api,Diversos
org.geotools:gt-arcgrid,Análise e Processamento de Dados
org.geotools:gt-coverage,Análise e Processamento de Dados
org.geotools:gt-coveragetools,Gerenciamento de Dados
org.geotools:gt-cql,Análise e Processamento de Dados
org.geotools:gt-data,Diversos
org.geotools:gt-epsg-extension,Gerenciamento de Dados
org.geotools:gt-epsg-hsql,Análise e Processamento de Dados
org.geotools:gt-epsg-wkt,Diversos
org.geotools:gt-geojson,Desenvolvimento de Software
org.geotools:gt-geojson-core,Análise e Processamento de Dados
org.geotools:gt-geometry,Gerenciamento de Dados
org.geotools:gt-geotiff,Análise e Processamento de Dados
org.geotools:gt-graph,Análise e Processamento de Dados
org.geotools:gt-grassraster,Análise e Processamento de Dados
org.geotools:gt-grid,Análise e Processamento de Dados
org.geotools:gt-gtopo30,Análise e Processamento de Dados
org.geotools:gt-image,Análise e Processamento de Dados
org.geotools:gt-imageio-ext-gdal,Análise e Processamento de Dados
org.geotools:gt-imagemosaic,Análise e Processamento de Dados
org.geotools:gt-jdbc,Análise e Processamento de Dados
org.geotools:gt-main,Diversos
org.geotools:gt-metadata,Diversos
org.geotools:gt-opengis,Análise e Processamento de Dados
org.geotools:gt-postgis,Análise e Processamento de Dados
org.geotools:gt-process,Diversos
org.geotools:gt-process-feature,Diversos
org.geotools:gt-process-geometry,Diversos
org.geotools:gt-process-raster,Diversos
org.geotools:gt-property,Análise e Processamento de Dados
org.geotools:gt-referencing,Diversos
org.geotools:gt-referencing3D,Análise e Processamento de Dados
org.geotools:gt-render,Análise e Processamento de Dados
org.geotools:gt-sample-data,Utilitários e Ferramentas
org.geotools:gt-shapefile,Desenvolvimento de Software
org.geotools:gt-shapefile-renderer,Análise e Processamento de Dados
org.geotools:gt-svg,Análise e Processamento de Dados
org.geotools:gt-swing,Diversos
org.geotools:gt-transform,Análise e Processamento de Dados
org.geotools:gt-validation,Análise e Processamento de Dados
org.geotools:gt-wfs,Análise e Processamento de Dados
org.geotools:gt-wfs-ng,Análise e Processamento de Dados
org.geotools:gt-wms,Análise e Processamento de Dados
org.geotools:gt-xml,Análise e Processamento de Dados
org.geotools:gt2-api,Análise e Processamento de Dados
org.geotools:gt2-arcgrid,Análise e Processamento de Dados
org.geotools:gt2-coverage,Análise e Processamento de Dados
org.geotools:gt2-cql,Análise e Processamento de Dados
org.geotools:gt2-data,Análise e Processamento de Dados
org.geotools:gt2-demo-property,Análise e Processamento de Dados
org.geotools:gt2-epsg-hsql,Análise e Processamento de Dados
org.geotools:gt2-epsg-wkt,Análise e Processamento de Dados
org.geotools:gt2-geotiff,Análise e Processamento de Dados
org.geotools:gt2-gtopo30,Análise e Processamento de Dados
org.geotools:gt2-image,Análise e Processamento de Dados
org.geotools:gt2-imagemosaic,Análise e Processamento de Dados
org.geotools:gt2-imagepyramid,Análise e Processamento de Dados
org.geotools:gt2-indexed-shapefile,Análise e Processamento de Dados
org.geotools:gt2-jdbc,Análise e Processamento de Dados
org.geotools:gt2-main,Análise e Processamento de Dados
org.geotools:gt2-metadata,Análise e Processamento de Dados
org.geotools:gt2-postgis,Análise e Processamento de Dados
org.geotools:gt2-postgis-versioned,Análise e Processamento de Dados
org.geotools:gt2-property,Análise e Processamento de Dados
org.geotools:gt2-referencing,Análise e Processamento de Dados
org.geotools:gt2-render,Análise e Processamento de Dados
org.geotools:gt2-shapefile,Análise e Processamento de Dados
org.geotools:gt2-shapefile-renderer,Análise e Processamento de Dados
org.geotools:gt2-validation,Análise e Processamento de Dados
org.geotools:gt2-wfs,Análise e Processamento de Dados
org.geotools:gt2-wms,Análise e Processamento de Dados
org.geotools:gt2-xml-filter,Análise e Processamento de Dados
org.geotools:gt2-xml-gml2,Análise e Processamento de Dados
org.geotools:gt2-xml-gml3,Análise e Processamento de Dados
org.geotools:gt2-xml-xsd,Análise e Processamento de Dados
org.getshaka:native-converter_sjs1_3,Diversos
org.gfccollective:gfc-semver_2.13,Desenvolvimento de Software
org.gfork:gfork,Diversos
org.gibello:zql-parser,Desenvolvimento de Software
org.gigaspaces:xap-datagrid,Web e Aplicações
org.gigaspaces:xap-openspaces,Utilitários e Ferramentas
org.glassfish.concurro:concurro,Web e Aplicações
org.glassfish.docs:add-on-component-development-guide,Desenvolvimento de Software
org.glassfish.docs:administration-guide,Desenvolvimento de Software
org.glassfish.docs:application-deployment-guide,Desenvolvimento de Software
org.glassfish.docs:application-development-guide,Desenvolvimento de Software
org.glassfish.docs:deployment-planning-guide,Desenvolvimento de Software
org.glassfish.docs:embedded-server-guide,Desenvolvimento de Software
org.glassfish.docs:error-messages-reference,Desenvolvimento de Software
org.glassfish.docs:ha-administration-guide,Desenvolvimento de Software
org.glassfish.docs:installation-guide,Desenvolvimento de Software
org.glassfish.docs:performance-tuning-guide,Desenvolvimento de Software
org.glassfish.docs:quick-start-guide,Desenvolvimento de Software
org.glassfish.docs:reference-manual,Desenvolvimento de Software
org.glassfish.docs:release-notes,Desenvolvimento de Software
org.glassfish.docs:security-guide,Desenvolvimento de Software
org.glassfish.docs:troubleshooting-guide,Desenvolvimento de Software
org.glassfish.docs:upgrade-guide,Desenvolvimento de Software
org.glassfish.epicyro:epicyro,Web e Aplicações
org.glassfish.exousia:exousia,Web e Aplicações
org.glassfish.expressly:expressly,Web e Aplicações
org.glassfish.external.trinidad:trinidad-build,Web e Aplicações
org.glassfish.external:libpam4j,Web e Aplicações
org.glassfish.external:trilead-ssh2,Web e Aplicações
org.glassfish.jdbc.jdbc-ra.jdbc-ra-distribution:jdbc-ra,Web e Aplicações
org.glassfish.jdbc:jdbc-admin,Web e Aplicações
org.glassfish.jersey.ext.microprofile:jersey-mp-config,Desenvolvimento de Software
org.glassfish.jersey.ext.microprofile:jersey-mp-rest-client,Web e Aplicações
org.glassfish.main.appclient:gf-client-l10n,Web e Aplicações
org.glassfish.main.bean-validator-cdi:bean-validator-cdi,Web e Aplicações
org.glassfish.main.bean-validator:bean-validator,Web e Aplicações
org.glassfish.main.deployment:dol-core,Web e Aplicações
org.glassfish.main.featuresets:atomic,Web e Aplicações
org.glassfish.main.featuresets:glassfish,Web e Aplicações
org.glassfish.main.featuresets:minnow,Web e Aplicações
org.glassfish.main.featuresets:nucleus,Web e Aplicações
org.glassfish.main.featuresets:web,Web e Aplicações
org.glassfish.main.hk2:config-types,Web e Aplicações
org.glassfish.main.hk2:hk2-config,Web e Aplicações
org.glassfish.main.hk2:tiger-types,Web e Aplicações
org.glassfish.main.jackson.module:jackson-module-jakarta-xmlbind-annotations,Web e Aplicações
org.glassfish.main.jaxr-ra:jaxr-ra-rar,Web e Aplicações
org.glassfish.main.jdbc.jdbc-ra.jdbc-core:jdbc-core,Gerenciamento de Dados
org.glassfish.main.jdbc.jdbc-ra.jdbc-ra-distribution:jdbc-ra,Web e Aplicações
org.glassfish.main.ldapbp:ldapbp,Web e Aplicações
org.glassfish.main.libpam4j:libpam4j,Web e Aplicações
org.glassfish.main.packager:derby,Web e Aplicações
org.glassfish.main.packager:felix,Web e Aplicações
org.glassfish.main.packager:glassfish-appclient,Web e Aplicações
org.glassfish.main.packager:glassfish-cluster,Web e Aplicações
org.glassfish.main.packager:glassfish-cmp,Web e Aplicações
org.glassfish.main.packager:glassfish-common,Web e Aplicações
org.glassfish.main.packager:glassfish-common-full,Web e Aplicações
org.glassfish.main.packager:glassfish-common-tmp,Web e Aplicações
org.glassfish.main.packager:glassfish-common-web,Web e Aplicações
org.glassfish.main.packager:glassfish-common-web-tmp,Web e Aplicações
org.glassfish.main.packager:glassfish-corba,Web e Aplicações
org.glassfish.main.packager:glassfish-corba-base,Web e Aplicações
org.glassfish.main.packager:glassfish-ejb,Web e Aplicações
org.glassfish.main.packager:glassfish-ejb-lite,Web e Aplicações
org.glassfish.main.packager:glassfish-entitybeans-container,Web e Aplicações
org.glassfish.main.packager:glassfish-grizzly,Web e Aplicações
org.glassfish.main.packager:glassfish-grizzly-full,Web e Aplicações
org.glassfish.main.packager:glassfish-gui,Web e Aplicações
org.glassfish.main.packager:glassfish-ha,Web e Aplicações
org.glassfish.main.packager:glassfish-hk2,Web e Aplicações
org.glassfish.main.packager:glassfish-javahelp,Web e Aplicações
org.glassfish.main.packager:glassfish-jca,Web e Aplicações
org.glassfish.main.packager:glassfish-jcdi,Web e Aplicações
org.glassfish.main.packager:glassfish-jdbc,Web e Aplicações
org.glassfish.main.packager:glassfish-jms,Web e Aplicações
org.glassfish.main.packager:glassfish-jmx,Web e Aplicações
org.glassfish.main.packager:glassfish-jpa,Web e Aplicações
org.glassfish.main.packager:glassfish-jsf,Web e Aplicações
org.glassfish.main.packager:glassfish-jta,Web e Aplicações
org.glassfish.main.packager:glassfish-jts,Web e Aplicações
org.glassfish.main.packager:glassfish-management,Web e Aplicações
org.glassfish.main.packager:glassfish-nucleus,Web e Aplicações
org.glassfish.main.packager:glassfish-osgi,Web e Aplicações
org.glassfish.main.packager:glassfish-osgi-http,Web e Aplicações
org.glassfish.main.packager:glassfish-paas-gui,Web e Aplicações
org.glassfish.main.packager:glassfish-registration,Web e Aplicações
org.glassfish.main.packager:glassfish-upgrade,Web e Aplicações
org.glassfish.main.packager:glassfish-virtualization,Web e Aplicações
org.glassfish.main.packager:glassfish-web,Web e Aplicações
org.glassfish.main.packager:javadb,Web e Aplicações
org.glassfish.main.packager:jersey,Web e Aplicações
org.glassfish.main.packager:json,Web e Aplicações
org.glassfish.main.packager:legal-fragment,Web e Aplicações
org.glassfish.main.packager:metro,Web e Aplicações
org.glassfish.main.packager:mq,Web e Aplicações
org.glassfish.main.packager:nucleus,Web e Aplicações
org.glassfish.main.packager:nucleus-cluster,Web e Aplicações
org.glassfish.main.packager:nucleus-common,Web e Aplicações
org.glassfish.main.packager:nucleus-corba-base,Web e Aplicações
org.glassfish.main.packager:nucleus-felix,Web e Aplicações
org.glassfish.main.packager:nucleus-grizzly,Web e Aplicações
org.glassfish.main.packager:nucleus-hk2,Web e Aplicações
org.glassfish.main.packager:nucleus-jersey,Web e Aplicações
org.glassfish.main.packager:nucleus-jmx,Web e Aplicações
org.glassfish.main.packager:nucleus-management,Web e Aplicações
org.glassfish.main.packager:nucleus-osgi,Web e Aplicações
org.glassfish.main.packager:nucleus-shoal,Web e Aplicações
org.glassfish.main.packager:nucleus-virtualization,Web e Aplicações
org.glassfish.main.packager:pkg-bootstrap-fragment,Web e Aplicações
org.glassfish.main.packager:shoal,Web e Aplicações
org.glassfish.main:javax.transaction.cdi,Web e Aplicações
org.glassfish.ozark:ozark,Web e Aplicações
org.glassfish.packager.temp:jersey,Web e Aplicações
org.glassfish.packager:felix,Web e Aplicações
org.glassfish.packager:glassfish-amx,Web e Aplicações
org.glassfish.packager:glassfish-api,Web e Aplicações
org.glassfish.packager:glassfish-appclient,Web e Aplicações
org.glassfish.packager:glassfish-cluster,Web e Aplicações
org.glassfish.packager:glassfish-cmp,Web e Aplicações
org.glassfish.packager:glassfish-codegen,Web e Aplicações
org.glassfish.packager:glassfish-common,Web e Aplicações
org.glassfish.packager:glassfish-common-full,Web e Aplicações
org.glassfish.packager:glassfish-common-tmp,Web e Aplicações
org.glassfish.packager:glassfish-corba,Web e Aplicações
org.glassfish.packager:glassfish-corba-base,Web e Aplicações
org.glassfish.packager:glassfish-corba-omgapi,Web e Aplicações
org.glassfish.packager:glassfish-ejb,Web e Aplicações
org.glassfish.packager:glassfish-ejb-lite,Web e Aplicações
org.glassfish.packager:glassfish-grizzly,Web e Aplicações
org.glassfish.packager:glassfish-grizzly-full,Web e Aplicações
org.glassfish.packager:glassfish-gui,Web e Aplicações
org.glassfish.packager:glassfish-ha,Web e Aplicações
org.glassfish.packager:glassfish-hk2,Web e Aplicações
org.glassfish.packager:glassfish-javahelp,Web e Aplicações
org.glassfish.packager:glassfish-jca,Web e Aplicações
org.glassfish.packager:glassfish-jcdi,Web e Aplicações
org.glassfish.packager:glassfish-jdbc,Web e Aplicações
org.glassfish.packager:glassfish-jdbc-gui,Web e Aplicações
org.glassfish.packager:glassfish-jdbc-management,Web e Aplicações
org.glassfish.packager:glassfish-jms,Web e Aplicações
org.glassfish.packager:glassfish-jpa,Web e Aplicações
org.glassfish.packager:glassfish-jsf,Web e Aplicações
org.glassfish.packager:glassfish-jta,Web e Aplicações
org.glassfish.packager:glassfish-jts,Web e Aplicações
org.glassfish.packager:glassfish-management,Web e Aplicações
org.glassfish.packager:glassfish-nucleus,Web e Aplicações
org.glassfish.packager:glassfish-osgi-http,Web e Aplicações
org.glassfish.packager:glassfish-registration,Web e Aplicações
org.glassfish.packager:glassfish-scripting,Web e Aplicações
org.glassfish.packager:glassfish-upgrade,Web e Aplicações
org.glassfish.packager:glassfish-virtualization,Web e Aplicações
org.glassfish.packager:glassfish-web,Web e Aplicações
org.glassfish.packager:glassfish-web-gui,Web e Aplicações
org.glassfish.packager:glassfish-web-management,Web e Aplicações
org.glassfish.packager:javadb,Web e Aplicações
org.glassfish.packager:jersey,Web e Aplicações
org.glassfish.packager:legal-fragment,Web e Aplicações
org.glassfish.packager:metro,Web e Aplicações
org.glassfish.packager:mq,Web e Aplicações
org.glassfish.packager:shoal,Web e Aplicações
org.glassfish.provider:gfprobe-provider-client,Web e Aplicações
org.glassfish.scripting.jruby:jruby-config,Web e Aplicações
org.glassfish.shoal:shoal-cache,Web e Aplicações
org.glassfish.shoal:shoal-gms-api,Web e Aplicações
org.glassfish.shoal:shoal-gms-impl,Web e Aplicações
org.glassfish.tests:utils,Web e Aplicações
org.glassfish.tyrus.samples:tyrus-sample-auction,Web e Aplicações
org.glassfish.tyrus.samples:tyrus-sample-cdi,Web e Aplicações
org.glassfish.tyrus.samples:tyrus-sample-chat,Web e Aplicações
org.glassfish.tyrus.samples:tyrus-sample-draw,Web e Aplicações
org.glassfish.tyrus.samples:tyrus-sample-echo,Web e Aplicações
org.glassfish.tyrus.samples:tyrus-sample-echo-dart,Web e Aplicações
org.glassfish.tyrus.samples:tyrus-sample-echo-https,Web e Aplicações
org.glassfish.tyrus.samples:tyrus-sample-programmatic-echo,Web e Aplicações
org.glassfish.tyrus.samples:tyrus-sample-simplelife,Web e Aplicações
org.glassfish.wasp:wasp,Web e Aplicações
org.glassfish.woodstock:webui-jsf,Desenvolvimento Frontend
org.glassfish.woodstock:webui-jsf-suntheme,Desenvolvimento Frontend
org.glassfish.woodstock:woodstock-webui-jsf,Desenvolvimento Frontend
org.glassfish.woodstock:woodstock-webui-jsf-suntheme,Desenvolvimento Frontend
org.glassfish:javax.el-impl,Web e Aplicações
org.globalnames:liblevenshtein,Desenvolvimento de Software
org.globus:cog-jglobus,Gerenciamento de Dados
org.glowroot.build:glowroot-build-checker-jdk6,Utilitários e Ferramentas
org.glowroot.build:glowroot-build-error-prone-jdk6,Utilitários e Ferramentas
org.glowroot.misc:glowroot-checker-qual-jdk6,Utilitários e Ferramentas
org.glowroot:glowroot-agent-cassandra-plugin,Utilitários e Ferramentas
org.glowroot:glowroot-agent-central-https-linux,Utilitários e Ferramentas
org.glowroot:glowroot-agent-central-https-linux-alpine,Utilitários e Ferramentas
org.glowroot:glowroot-agent-central-https-osx,Utilitários e Ferramentas
org.glowroot:glowroot-agent-central-https-windows,Utilitários e Ferramentas
org.glowroot:glowroot-agent-core,Utilitários e Ferramentas
org.glowroot:glowroot-agent-core-unshaded,Utilitários e Ferramentas
org.glowroot:glowroot-agent-embedded,Utilitários e Ferramentas
org.glowroot:glowroot-agent-executor-plugin,Utilitários e Ferramentas
org.glowroot:glowroot-agent-grails-plugin,Utilitários e Ferramentas
org.glowroot:glowroot-agent-hibernate-plugin,Utilitários e Ferramentas
org.glowroot:glowroot-agent-http-client-plugin,Utilitários e Ferramentas
org.glowroot:glowroot-agent-jaxrs-plugin,Utilitários e Ferramentas
org.glowroot:glowroot-agent-jdbc-plugin,Utilitários e Ferramentas
org.glowroot:glowroot-agent-jms-plugin,Utilitários e Ferramentas
org.glowroot:glowroot-agent-jsf-plugin,Utilitários e Ferramentas
org.glowroot:glowroot-agent-jsp-plugin,Utilitários e Ferramentas
org.glowroot:glowroot-agent-logger-plugin,Utilitários e Ferramentas
